Video,Frame no.,Date of video,Colony,Date of analysis,Treatment,Year,Observer doing the analysis,Length in pixels of Zone2,Length in pixels of Zone1,End of bridge,Ant choice,Ant fed on the feeder,Angle measurement 1,Angle measurement 2,Angle measurement 3,Reason for NA (Angle measurement),Gaster touching the paper,Comments
DSC_9495,21206,11/8/2025,C2F25,11/9/2025,Control,2025,Chinmay,508.10,785.25,Right,Correct,Yes,45.659,46.975,46.634,,Yes,
DSC_9495,21209,11/8/2025,C2F25,11/9/2025,Control,2025,Chinmay,508.10,785.25,Right,Correct,Yes,48.532,49.087,48.819,,NA,
DSC_9495,21212,11/8/2025,C2F25,11/9/2025,Control,2025,Chinmay,508.10,785.25,Right,Correct,Yes,49.745,48.812,49.189,,No,
DSC_9495,21215,11/8/2025,C2F25,11/9/2025,Control,2025,Chinmay,508.10,785.25,Right,Correct,Yes,47.343,46.302,47.391,,Yes,
DSC_9495,21218,11/8/2025,C2F25,11/9/2025,Control,2025,Chinmay,508.10,785.25,Right,Correct,Yes,45.438,45.42,45.941,,Yes,
DSC_9495,21221,11/8/2025,C2F25,11/9/2025,Control,2025,Chinmay,508.10,785.25,Right,Correct,Yes,46.042,45.425,46.931,,Yes,
DSC_9495,21224,11/8/2025,C2F25,11/9/2025,Control,2025,Chinmay,508.10,785.25,Right,Correct,Yes,45.201,44.798,45.469,,Yes,
DSC_9495,21227,11/8/2025,C2F25,11/9/2025,Control,2025,Chinmay,508.10,785.25,Right,Correct,Yes,46.888,46.193,46.245,,Yes,
DSC_9495,21230,11/8/2025,C2F25,11/9/2025,Control,2025,Chinmay,508.10,785.25,Right,Correct,Yes,51.279,50.646,51.408,,NA,
DSC_9495,21233,11/8/2025,C2F25,11/9/2025,Control,2025,Chinmay,508.10,785.25,Right,Correct,Yes,50.226,49.086,50.440,,No,
DSC_9495,21236,11/8/2025,C2F25,11/9/2025,Control,2025,Chinmay,508.10,785.25,Right,Correct,Yes,49.116,49.600,49.745,,NA,
DSC_9495,21239,11/8/2025,C2F25,11/9/2025,Control,2025,Chinmay,508.10,785.25,Right,Correct,Yes,48.289,47.338,48.142,,NA,
DSC_9495,21242,11/8/2025,C2F25,11/9/2025,Control,2025,Chinmay,508.10,785.25,Right,Correct,Yes,47.218,47.708,47.386,,No,
DSC_9495,21245,11/8/2025,C2F25,11/9/2025,Control,2025,Chinmay,508.10,785.25,Right,Correct,Yes,48.731,47.769,48.814,,Yes,
DSC_9495,21248,11/8/2025,C2F25,11/9/2025,Control,2025,Chinmay,508.10,785.25,Right,Correct,Yes,47.573,47.338,47.565,,Yes,
DSC_9495,21251,11/8/2025,C2F25,11/9/2025,Control,2025,Chinmay,508.10,785.25,Right,Correct,Yes,48.034,48.145,48.751,,NA,
DSC_9495,21254,11/8/2025,C2F25,11/9/2025,Control,2025,Chinmay,508.10,785.25,Right,Correct,Yes,52.943,52.640,51.953,,NA,
DSC_9495,21257,11/8/2025,C2F25,11/9/2025,Control,2025,Chinmay,508.10,785.25,Right,Correct,Yes,47.793,48.272,48.621,,NA,
DSC_9495,21260,11/8/2025,C2F25,11/9/2025,Control,2025,Chinmay,508.10,785.25,Right,Correct,Yes,47.82,46.15,47.663,,NA,
DSC_9495,21263,11/8/2025,C2F25,11/9/2025,Control,2025,Chinmay,508.10,785.25,Right,Correct,Yes,42.455,42.563,43.326,,NA,
DSC_9495,21266,11/8/2025,C2F25,11/9/2025,Control,2025,Chinmay,508.10,785.25,Right,Correct,Yes,46.42,46.309,46.193,,NA,
DSC_9495,21269,11/8/2025,C2F25,11/9/2025,Control,2025,Chinmay,508.10,785.25,Right,Correct,Yes,43.651,44.771,44.175,,Yes,
DSC_9495,21272,11/8/2025,C2F25,11/9/2025,Control,2025,Chinmay,508.10,785.25,Right,Correct,Yes,43.414,43.955,43.959,,Yes,
DSC_9495,21275,11/8/2025,C2F25,11/9/2025,Control,2025,Chinmay,508.10,785.25,Right,Correct,Yes,46.796,45.947,45.983,,Yes,
DSC_9495,21278,11/8/2025,C2F25,11/9/2025,Control,2025,Chinmay,508.10,785.25,Right,Correct,Yes,45.928,46.508,46.609,,Yes,
DSC_9495,21281,11/8/2025,C2F25,11/9/2025,Control,2025,Chinmay,508.10,785.25,Right,Correct,Yes,48.067,47.110,48.814,,Yes,
DSC_9495,21284,11/8/2025,C2F25,11/9/2025,Control,2025,Chinmay,508.10,785.25,Right,Correct,Yes,47.712,47.271,46.418,,Yes,
DSC_9495,21287,11/8/2025,C2F25,11/9/2025,Control,2025,Chinmay,508.10,785.25,Right,Correct,Yes,48.436,49.97,48.215,,NA,
DSC_9495,21290,11/8/2025,C2F25,11/9/2025,Control,2025,Chinmay,508.10,785.25,Right,Correct,Yes,53.842,53.82,53.31,,NA,
DSC_9495,21293,11/8/2025,C2F25,11/9/2025,Control,2025,Chinmay,508.10,785.25,Right,Correct,Yes,49.374,49.972,49.971,,NA,
DSC_9497,16697,11/9/2025,C2F25,11/10/2025,Control,2025,Chinmay,508.20,785.40,Right,Correct,Yes,43.831,42.099,42.313,,Yes,
DSC_9497,16700,11/9/2025,C2F25,11/10/2025,Control,2025,Chinmay,508.20,785.40,Right,Correct,Yes,40.558,40.371,40.887,,Yes,
DSC_9497,16703,11/9/2025,C2F25,11/10/2025,Control,2025,Chinmay,508.20,785.40,Right,Correct,Yes,46.329,45.603,45.962,,Yes,
DSC_9497,16706,11/9/2025,C2F25,11/10/2025,Control,2025,Chinmay,508.20,785.40,Right,Correct,Yes,46.482,45.579,45.215,,NA,
DSC_9497,16709,11/9/2025,C2F25,11/10/2025,Control,2025,Chinmay,508.20,785.40,Right,Correct,Yes,43.229,43.594,43.831,,Yes,
DSC_9497,16712,11/9/2025,C2F25,11/10/2025,Control,2025,Chinmay,508.20,785.40,Right,Correct,Yes,46.146,47.386,46.039,,Yes,
DSC_9497,16715,11/9/2025,C2F25,11/10/2025,Control,2025,Chinmay,508.20,785.40,Right,Correct,Yes,53.587,54.734,54.039,,No,
DSC_9497,16718,11/9/2025,C2F25,11/10/2025,Control,2025,Chinmay,508.20,785.40,Right,Correct,Yes,42.049,42.109,42.865,,NA,
DSC_9497,16721,11/9/2025,C2F25,11/10/2025,Control,2025,Chinmay,508.20,785.40,Right,Correct,Yes,45.802,45.209,46.017,,Yes,
DSC_9497,16724,11/9/2025,C2F25,11/10/2025,Control,2025,Chinmay,508.20,785.40,Right,Correct,Yes,48.991,49.120,49.600,,NA,
DSC_9497,16727,11/9/2025,C2F25,11/10/2025,Control,2025,Chinmay,508.20,785.40,Right,Correct,Yes,47.603,47.769,47.115,,NA,
DSC_9497,16730,11/9/2025,C2F25,11/10/2025,Control,2025,Chinmay,508.20,785.40,Right,Correct,Yes,48.845,48.814,48.900,,No,
DSC_9497,16733,11/9/2025,C2F25,11/10/2025,Control,2025,Chinmay,508.20,785.40,Right,Correct,Yes,48.746,48.991,48.215,,No,
DSC_9497,16736,11/9/2025,C2F25,11/10/2025,Control,2025,Chinmay,508.20,785.40,Right,Correct,Yes,42.692,42.091,42.221,,NA,
DSC_9497,16739,11/9/2025,C2F25,11/10/2025,Control,2025,Chinmay,508.20,785.40,Right,Correct,Yes,46.655,46.428,45.233,,Yes,
DSC_9497,16742,11/9/2025,C2F25,11/10/2025,Control,2025,Chinmay,508.20,785.40,Right,Correct,Yes,44.409,44.397,44.610,,Yes,
DSC_9497,16745,11/9/2025,C2F25,11/10/2025,Control,2025,Chinmay,508.20,785.40,Right,Correct,Yes,NA,NA,NA,Ant gaster not clearly visible,NA,
DSC_9497,16748,11/9/2025,C2F25,11/10/2025,Control,2025,Chinmay,508.20,785.40,Right,Correct,Yes,47.627,46.941,47.251,,Yes,
DSC_9497,16751,11/9/2025,C2F25,11/10/2025,Control,2025,Chinmay,508.20,785.40,Right,Correct,Yes,48.131,48.434,47.834,,Yes,
DSC_9497,16754,11/9/2025,C2F25,11/10/2025,Control,2025,Chinmay,508.20,785.40,Right,Correct,Yes,46.58,45.591,46.602,,Yes,
DSC_9497,16757,11/9/2025,C2F25,11/10/2025,Control,2025,Chinmay,508.20,785.40,Right,Correct,Yes,47.038,47.783,47.841,,NA,
DSC_9497,16760,11/9/2025,C2F25,11/10/2025,Control,2025,Chinmay,508.20,785.40,Right,Correct,Yes,48.44,48.967,48.145,,No,
DSC_9497,16763,11/9/2025,C2F25,11/10/2025,Control,2025,Chinmay,508.20,785.40,Right,Correct,Yes,50.533,51.98,51.892,,No,
DSC_9497,16766,11/9/2025,C2F25,11/10/2025,Control,2025,Chinmay,508.20,785.40,Right,Correct,Yes,51.435,50.475,50.301,,NA,
DSC_9497,16769,11/9/2025,C2F25,11/10/2025,Control,2025,Chinmay,508.20,785.40,Right,Correct,Yes,47.209,47.291,47.246,,Yes,
DSC_9497,16772,11/9/2025,C2F25,11/10/2025,Control,2025,Chinmay,508.20,785.40,Right,Correct,Yes,48.348,48.409,48.504,,NA,
DSC_9497,16775,11/9/2025,C2F25,11/10/2025,Control,2025,Chinmay,508.20,785.40,Right,Correct,Yes,49.719,49.806,50.711,,NA,
DSC_9497,16778,11/9/2025,C2F25,11/10/2025,Control,2025,Chinmay,508.20,785.40,Right,Correct,Yes,48.366,47.386,47.361,,NA,
DSC_9497,16781,11/9/2025,C2F25,11/10/2025,Control,2025,Chinmay,508.20,785.40,Right,Correct,Yes,46.411,45.841,45.237,,Yes,
DSC_9497,16784,11/9/2025,C2F25,11/10/2025,Control,2025,Chinmay,508.20,785.40,Right,Correct,Yes,45.787,45.191,46.621,,Yes,
DSC_9497,16787,11/9/2025,C2F25,11/10/2025,Control,2025,Chinmay,508.20,785.40,Right,Correct,Yes,47.835,47.246,47.066,,Yes,
DSC_9497,16790,11/9/2025,C2F25,11/10/2025,Control,2025,Chinmay,508.20,785.40,Right,Correct,Yes,46.146,46.193,46.809,,Yes,
DSC_9497,16793,11/9/2025,C2F25,11/10/2025,Control,2025,Chinmay,508.20,785.40,Right,Correct,Yes,51.843,51.695,52.700,,NA,
DSC_9497,16796,11/9/2025,C2F25,11/10/2025,Control,2025,Chinmay,508.20,785.40,Right,Correct,Yes,52.125,52.275,51.483,,NA,
DSC_9499,11963,11/10/2025,C1F25,11/12/2025,Control,2025,Chinmay,506.02,782.03,Right,Correct,Yes,49.882,48.174,49.975,,NA,
DSC_9499,11966,11/10/2025,C1F25,11/12/2025,Control,2025,Chinmay,506.02,782.03,Right,Correct,Yes,46.701,47.364,47.355,,NA,
DSC_9499,11969,11/10/2025,C1F25,11/12/2025,Control,2025,Chinmay,506.02,782.03,Right,Correct,Yes,53.13,52.001,53.409,,NA,
DSC_9499,11972,11/10/2025,C1F25,11/12/2025,Control,2025,Chinmay,506.02,782.03,Right,Correct,Yes,50.976,49.399,49.974,,Yes,
DSC_9499,11975,11/10/2025,C1F25,11/12/2025,Control,2025,Chinmay,506.02,782.03,Right,Correct,Yes,51.621,52.481,51.929,,NA,
DSC_9499,11978,11/10/2025,C1F25,11/12/2025,Control,2025,Chinmay,506.02,782.03,Right,Correct,Yes,49.308,49.316,49.188,,NA,
DSC_9499,11981,11/10/2025,C1F25,11/12/2025,Control,2025,Chinmay,506.02,782.03,Right,Correct,Yes,48.018,48.132,47.086,,NA,
DSC_9499,11984,11/10/2025,C1F25,11/12/2025,Control,2025,Chinmay,506.02,782.03,Right,Correct,Yes,51.801,50.87,50.021,,NA,
DSC_9499,11987,11/10/2025,C1F25,11/12/2025,Control,2025,Chinmay,506.02,782.03,Right,Correct,Yes,49.095,49.148,49.645,,NA,
DSC_9499,11990,11/10/2025,C1F25,11/12/2025,Control,2025,Chinmay,506.02,782.03,Right,Correct,Yes,50.628,49.857,50.377,,NA,
DSC_9499,11993,11/10/2025,C1F25,11/12/2025,Control,2025,Chinmay,506.02,782.03,Right,Correct,Yes,50.648,49.625,49.845,,NA,
DSC_9499,11996,11/10/2025,C1F25,11/12/2025,Control,2025,Chinmay,506.02,782.03,Right,Correct,Yes,50.924,50.102,51.659,,NA,
DSC_9499,11999,11/10/2025,C1F25,11/12/2025,Control,2025,Chinmay,506.02,782.03,Right,Correct,Yes,NA,NA,NA,Ant gaster not clearly visible,NA,
DSC_9499,12002,11/10/2025,C1F25,11/12/2025,Control,2025,Chinmay,506.02,782.03,Right,Correct,Yes,48.296,48.074,48.223,,NA,
DSC_9499,12005,11/10/2025,C1F25,11/12/2025,Control,2025,Chinmay,506.02,782.03,Right,Correct,Yes,50.919,51.129,50.44,,NA,
DSC_9499,12008,11/10/2025,C1F25,11/12/2025,Control,2025,Chinmay,506.02,782.03,Right,Correct,Yes,49.485,48.965,49.542,,NA,
DSC_9499,12011,11/10/2025,C1F25,11/12/2025,Control,2025,Chinmay,506.02,782.03,Right,Correct,Yes,47.456,47.41,47.926,,NA,
DSC_9499,12014,11/10/2025,C1F25,11/12/2025,Control,2025,Chinmay,506.02,782.03,Right,Correct,Yes,51.763,51.456,51.126,,NA,
DSC_9499,12017,11/10/2025,C1F25,11/12/2025,Control,2025,Chinmay,506.02,782.03,Right,Correct,Yes,49.367,50.717,40.384,,NA,
DSC_9499,12020,11/10/2025,C1F25,11/12/2025,Control,2025,Chinmay,506.02,782.03,Right,Correct,Yes,54.472,53.043,54.481,,No,
DSC_9499,12023,11/10/2025,C1F25,11/12/2025,Control,2025,Chinmay,506.02,782.03,Right,Correct,Yes,54.851,54.638,54.788,,No,
DSC_9499,12026,11/10/2025,C1F25,11/12/2025,Control,2025,Chinmay,506.02,782.03,Right,Correct,Yes,53.38,52.264,53.153,,NA,
DSC_9499,12029,11/10/2025,C1F25,11/12/2025,Control,2025,Chinmay,506.02,782.03,Right,Correct,Yes,52.179,51.043,52.103,,NA,
DSC_9499,12032,11/10/2025,C1F25,11/12/2025,Control,2025,Chinmay,506.02,782.03,Right,Correct,Yes,49.359,49.641,49.558,,NA,
DSC_9499,12035,11/10/2025,C1F25,11/12/2025,Control,2025,Chinmay,506.02,782.03,Right,Correct,Yes,47.812,48.045,47.824,,NA,
DSC_9499,12038,11/10/2025,C1F25,11/12/2025,Control,2025,Chinmay,506.02,782.03,Right,Correct,Yes,47.39,48.214,47.089,,Yes,
DSC_9499,12041,11/10/2025,C1F25,11/12/2025,Control,2025,Chinmay,506.02,782.03,Right,Correct,Yes,47.092,47.566,48.946,,Yes,
DSC_9499,12044,11/10/2025,C1F25,11/12/2025,Control,2025,Chinmay,506.02,782.03,Right,Correct,Yes,49.75,50.081,49.374,,NA,
DSC_9499,12047,11/10/2025,C1F25,11/12/2025,Control,2025,Chinmay,506.02,782.03,Right,Correct,Yes,51.754,51.25,51.512,,NA,
DSC_9499,12050,11/10/2025,C1F25,11/12/2025,Control,2025,Chinmay,506.02,782.03,Right,Correct,Yes,52.978,53.023,53.188,,NA,
DSC_9499,12053,11/10/2025,C1F25,11/12/2025,Control,2025,Chinmay,506.02,782.03,Right,Correct,Yes,52.371,52.274,53.741,,No,
DSC_9499,12056,11/10/2025,C1F25,11/12/2025,Control,2025,Chinmay,506.02,782.03,Right,Correct,Yes,NA,NA,NA,Ant not completely sideways,NA,
DSC_9499,12059,11/10/2025,C1F25,11/12/2025,Control,2025,Chinmay,506.02,782.03,Right,Correct,Yes,NA,NA,NA,Ant not completely sideways,NA,
DSC_9499,12062,11/10/2025,C1F25,11/12/2025,Control,2025,Chinmay,506.02,782.03,Right,Correct,Yes,NA,NA,NA,Ant not completely sideways,NA,
DSC_9499,12065,11/10/2025,C1F25,11/12/2025,Control,2025,Chinmay,506.02,782.03,Right,Correct,Yes,NA,NA,NA,Ant not completely sideways,NA,
DSC_9499,12068,11/10/2025,C1F25,11/12/2025,Control,2025,Chinmay,506.02,782.03,Right,Correct,Yes,,49.714,48.829,49.927,Yes,
DSC_9501,19904,11/10/2025,C2F25,11/13/2025,Control,2025,Chinmay,506.00,782.00,Right,Correct,Yes,NA,NA,NA,Ant not completely sideways,NA,
DSC_9501,19907,11/10/2025,C2F25,11/13/2025,Control,2025,Chinmay,506.00,782.00,Right,Correct,Yes,NA,NA,NA,Ant not completely sideways,NA,
DSC_9501,19910,11/10/2025,C2F25,11/13/2025,Control,2025,Chinmay,506.00,782.00,Right,Correct,Yes,39.958,39.428,38.83,,Yes,
DSC_9501,19913,11/10/2025,C2F25,11/13/2025,Control,2025,Chinmay,506.00,782.00,Right,Correct,Yes,44.326,45.951,44.598,,NA,
DSC_9501,19916,11/10/2025,C2F25,11/13/2025,Control,2025,Chinmay,506.00,782.00,Right,Correct,Yes,41.923,41.589,42.51,,Yes,
DSC_9501,19919,11/10/2025,C2F25,11/13/2025,Control,2025,Chinmay,506.00,782.00,Right,Correct,Yes,46.993,46.108,46.169,,Yes,
DSC_9501,19922,11/10/2025,C2F25,11/13/2025,Control,2025,Chinmay,506.00,782.00,Right,Correct,Yes,43.255,43.587,43.171,,NA,
DSC_9501,19925,11/10/2025,C2F25,11/13/2025,Control,2025,Chinmay,506.00,782.00,Right,Correct,Yes,41.034,41.394,40.707,,Yes,
DSC_9501,19928,11/10/2025,C2F25,11/13/2025,Control,2025,Chinmay,506.00,782.00,Right,Correct,Yes,42.839,42.069,43.115,,Yes,
DSC_9501,19931,11/10/2025,C2F25,11/13/2025,Control,2025,Chinmay,506.00,782.00,Right,Correct,Yes,42.421,41.839,42.694,,Yes,
DSC_9501,19934,11/10/2025,C2F25,11/13/2025,Control,2025,Chinmay,506.00,782.00,Right,Correct,Yes,44.702,43.877,44.852,,Yes,
DSC_9501,19937,11/10/2025,C2F25,11/13/2025,Control,2025,Chinmay,506.00,782.00,Right,Correct,Yes,44.016,43.216,44.068,,Yes,
DSC_9501,19940,11/10/2025,C2F25,11/13/2025,Control,2025,Chinmay,506.00,782.00,Right,Correct,Yes,43.993,43.191,44.032,,No,
DSC_9501,19943,11/10/2025,C2F25,11/13/2025,Control,2025,Chinmay,506.00,782.00,Right,Correct,Yes,45.246,44.252,45.806,,Yes,
DSC_9501,19946,11/10/2025,C2F25,11/13/2025,Control,2025,Chinmay,506.00,782.00,Right,Correct,Yes,46.888,45.616,46.406,,NA,
DSC_9501,19949,11/10/2025,C2F25,11/13/2025,Control,2025,Chinmay,506.00,782.00,Right,Correct,Yes,46.771,46.139,45.439,,Yes,
DSC_9501,19952,11/10/2025,C2F25,11/13/2025,Control,2025,Chinmay,506.00,782.00,Right,Correct,Yes,45.791,45.163,45.348,,NA,
DSC_9501,19955,11/10/2025,C2F25,11/13/2025,Control,2025,Chinmay,506.00,782.00,Right,Correct,Yes,46.219,45.797,45.603,,NA,
DSC_9501,19958,11/10/2025,C2F25,11/13/2025,Control,2025,Chinmay,506.00,782.00,Right,Correct,Yes,48.669,48.215,48.27,,NA,
DSC_9501,19961,11/10/2025,C2F25,11/13/2025,Control,2025,Chinmay,506.00,782.00,Right,Correct,Yes,46.404,47.674,46.984,,NA,
DSC_9501,19964,11/10/2025,C2F25,11/13/2025,Control,2025,Chinmay,506.00,782.00,Right,Correct,Yes,48.267,48.361,47.984,,No,
DSC_9501,19967,11/10/2025,C2F25,11/13/2025,Control,2025,Chinmay,506.00,782.00,Right,Correct,Yes,46.442,46.219,45.823,,Yes,
DSC_9501,19970,11/10/2025,C2F25,11/13/2025,Control,2025,Chinmay,506.00,782.00,Right,Correct,Yes,46.771,46.668,46.146,,Yes,
DSC_9501,19973,11/10/2025,C2F25,11/13/2025,Control,2025,Chinmay,506.00,782.00,Right,Correct,Yes,45.213,46.616,46.481,,No,
DSC_9501,19976,11/10/2025,C2F25,11/13/2025,Control,2025,Chinmay,506.00,782.00,Right,Correct,Yes,49.985,48.532,48.944,,No,
DSC_9501,19979,11/10/2025,C2F25,11/13/2025,Control,2025,Chinmay,506.00,782.00,Right,Correct,Yes,44.004,45.791,45.779,,NA,
DSC_9501,19982,11/10/2025,C2F25,11/13/2025,Control,2025,Chinmay,506.00,782.00,Right,Correct,Yes,48.191,48.671,49.761,,No,
DSC_9501,19985,11/10/2025,C2F25,11/13/2025,Control,2025,Chinmay,506.00,782.00,Right,Correct,Yes,49.021,49.115,48.364,,NA,
DSC_9501,19988,11/10/2025,C2F25,11/13/2025,Control,2025,Chinmay,506.00,782.00,Right,Correct,Yes,48.496,48.623,48.395,,NA,
DSC_9501,19991,11/10/2025,C2F25,11/13/2025,Control,2025,Chinmay,506.00,782.00,Right,Correct,Yes,47.577,46.228,46.217,,Yes,
DSC_9501,19994,11/10/2025,C2F25,11/13/2025,Control,2025,Chinmay,506.00,782.00,Right,Correct,Yes,46.57,47.001,47.747,,No,
DSC_9501,19997,11/10/2025,C2F25,11/13/2025,Control,2025,Chinmay,506.00,782.00,Right,Correct,Yes,45.014,46.996,45.932,,Yes,
DSC_9501,20000,11/10/2025,C2F25,11/13/2025,Control,2025,Chinmay,506.00,782.00,Right,Correct,Yes,45.175,45.799,45.865,,Yes,
DSC_9501,20003,11/10/2025,C2F25,11/13/2025,Control,2025,Chinmay,506.00,782.00,Right,Correct,Yes,46.007,45.977,45.376,,Yes,
DSC_9501,20006,11/10/2025,C2F25,11/13/2025,Control,2025,Chinmay,506.00,782.00,Right,Correct,Yes,46.193,46.005,47.763,,Yes,
DSC_9501,20009,11/10/2025,C2F25,11/13/2025,Control,2025,Chinmay,506.00,782.00,Right,Correct,Yes,44.79,44.37,44.758,,NA,
DSC_9501,20012,11/10/2025,C2F25,11/13/2025,Control,2025,Chinmay,506.00,782.00,Right,Correct,Yes,46.434,45.63,46.459,,NA,
DSC_9501,20015,11/10/2025,C2F25,11/13/2025,Control,2025,Chinmay,506.00,782.00,Right,Correct,Yes,47.534,47.649,47.032,,No,
DSC_9501,20018,11/10/2025,C2F25,11/13/2025,Control,2025,Chinmay,506.00,782.00,Right,Correct,Yes,47.726,47.251,46.986,,NA,
DSC_9501,20021,11/10/2025,C2F25,11/13/2025,Control,2025,Chinmay,506.00,782.00,Right,Correct,Yes,49.034,49.607,48.267,,No,
DSC_9501,20024,11/10/2025,C2F25,11/13/2025,Control,2025,Chinmay,506.00,782.00,Right,Correct,Yes,46.271,47.328,46.095,,Yes,
DSC_9501,20027,11/10/2025,C2F25,11/13/2025,Control,2025,Chinmay,506.00,782.00,Right,Correct,Yes,48.875,47.484,48.81,,NA,
DSC_9501,20030,11/10/2025,C2F25,11/13/2025,Control,2025,Chinmay,506.00,782.00,Right,Correct,Yes,45.35,44.582,44.397,,Yes,
DSC_9501,20033,11/10/2025,C2F25,11/13/2025,Control,2025,Chinmay,506.00,782.00,Right,Correct,Yes,45.526,46.598,45.402,,NA,
DSC_9501,20036,11/10/2025,C2F25,11/13/2025,Control,2025,Chinmay,506.00,782.00,Right,Correct,Yes,47.941,46.724,46.736,,NA,
DSC_9501,20039,11/10/2025,C2F25,11/13/2025,Control,2025,Chinmay,506.00,782.00,Right,Correct,Yes,47.615,47.363,48.295,,No,
DSC_9501,20042,11/10/2025,C2F25,11/13/2025,Control,2025,Chinmay,506.00,782.00,Right,Correct,Yes,45.556,45.387,45.591,,Yes,
DSC_9501,20045,11/10/2025,C2F25,11/13/2025,Control,2025,Chinmay,506.00,782.00,Right,Correct,Yes,48.013,48.719,48.731,,Yes,
DSC_9501,20048,11/10/2025,C2F25,11/13/2025,Control,2025,Chinmay,506.00,782.00,Right,Correct,Yes,51.237,50.301,51.977,,No,
DSC_9501,20051,11/10/2025,C2F25,11/13/2025,Control,2025,Chinmay,506.00,782.00,Right,Correct,Yes,50.623,50.412,50.616,,NA,
DSC_9501,20054,11/10/2025,C2F25,11/13/2025,Control,2025,Chinmay,506.00,782.00,Right,Correct,Yes,48.522,49.304,48.215,,No,
DSC_9501,20057,11/10/2025,C2F25,11/13/2025,Control,2025,Chinmay,506.00,782.00,Right,Correct,Yes,47.986,47.545,47.329,,NA,
DSC_9501,20060,11/10/2025,C2F25,11/13/2025,Control,2025,Chinmay,506.00,782.00,Right,Correct,Yes,NA,NA,NA,Ant gaster not clearly visible,NA,
DSC_9501,20063,11/10/2025,C2F25,11/13/2025,Control,2025,Chinmay,506.00,782.00,Right,Correct,Yes,47.663,47.749,47.726,,Yes,
DSC_9501,20066,11/10/2025,C2F25,11/13/2025,Control,2025,Chinmay,506.00,782.00,Right,Correct,Yes,48.632,48.731,49.314,,No,
DSC_9501,20069,11/10/2025,C2F25,11/13/2025,Control,2025,Chinmay,506.00,782.00,Right,Correct,Yes,47.411,47.774,47.65,,NA,
DSC_9501,20072,11/10/2025,C2F25,11/13/2025,Control,2025,Chinmay,506.00,782.00,Right,Correct,Yes,48.576,48.077,47.55,,No,
DSC_9501,20075,11/10/2025,C2F25,11/13/2025,Control,2025,Chinmay,506.00,782.00,Right,Correct,Yes,48.39,49.431,48.228,,NA,
DSC_9501,20078,11/10/2025,C2F25,11/13/2025,Control,2025,Chinmay,506.00,782.00,Right,Correct,Yes,NA,NA,NA,Ant not completely sideways,NA,
DSC_9501,20081,11/10/2025,C2F25,11/13/2025,Control,2025,Chinmay,506.00,782.00,Right,Correct,Yes,41.953,42.139,42.358,,Yes,
DSC_9501,20084,11/10/2025,C2F25,11/13/2025,Control,2025,Chinmay,506.00,782.00,Right,Correct,Yes,46.763,45.786,46.545,,Yes,
DSC_9501,20087,11/10/2025,C2F25,11/13/2025,Control,2025,Chinmay,506.00,782.00,Right,Correct,Yes,42.771,42.562,43.343,,Yes,
DSC_9503,4988,11/11/2025,C1F25,11/14/2025,Control,2025,Chinmay,508.10,785.25,Right,Correct,Yes,NA,NA,NA,Ant too blurry,NA,
DSC_9503,4991,11/11/2025,C1F25,11/14/2025,Control,2025,Chinmay,508.10,785.25,Right,Correct,Yes,NA,NA,NA,Ant too blurry,NA,
DSC_9503,4994,11/11/2025,C1F25,11/14/2025,Control,2025,Chinmay,508.10,785.25,Right,Correct,Yes,NA,NA,NA,Ant too blurry,NA,
DSC_9503,4997,11/11/2025,C1F25,11/14/2025,Control,2025,Chinmay,508.10,785.25,Right,Correct,Yes,NA,NA,NA,Ant too blurry,NA,
DSC_9503,5000,11/11/2025,C1F25,11/14/2025,Control,2025,Chinmay,508.10,785.25,Right,Correct,Yes,NA,NA,NA,Ant too blurry,NA,
DSC_9503,5003,11/11/2025,C1F25,11/14/2025,Control,2025,Chinmay,508.10,785.25,Right,Correct,Yes,NA,NA,NA,Ant too blurry,NA,
DSC_9503,5006,11/11/2025,C1F25,11/14/2025,Control,2025,Chinmay,508.10,785.25,Right,Correct,Yes,49.082,50.738,49.276,,NA,
DSC_9503,5009,11/11/2025,C1F25,11/14/2025,Control,2025,Chinmay,508.10,785.25,Right,Correct,Yes,47.848,47.281,48.791,,Yes,
DSC_9503,5012,11/11/2025,C1F25,11/14/2025,Control,2025,Chinmay,508.10,785.25,Right,Correct,Yes,NA,NA,NA,Ant too blurry,NA,
DSC_9503,5015,11/11/2025,C1F25,11/14/2025,Control,2025,Chinmay,508.10,785.25,Right,Correct,Yes,51.748,51.143,50.8,,NA,
DSC_9503,5018,11/11/2025,C1F25,11/14/2025,Control,2025,Chinmay,508.10,785.25,Right,Correct,Yes,NA,NA,NA,Ant gaster not clearly visible,Yes,
DSC_9503,5021,11/11/2025,C1F25,11/14/2025,Control,2025,Chinmay,508.10,785.25,Right,Correct,Yes,NA,NA,NA,Ant gaster not clearly visible,Yes,
DSC_9503,5024,11/11/2025,C1F25,11/14/2025,Control,2025,Chinmay,508.10,785.25,Right,Correct,Yes,NA,NA,NA,Ant gaster not clearly visible,Yes,
DSC_9503,5027,11/11/2025,C1F25,11/14/2025,Control,2025,Chinmay,508.10,785.25,Right,Correct,Yes,NA,NA,NA,Ant gaster not clearly visible,Yes,
DSC_9503,5030,11/11/2025,C1F25,11/14/2025,Control,2025,Chinmay,508.10,785.25,Right,Correct,Yes,NA,NA,NA,Ant gaster not clearly visible,NA,
